GOterm	Definition	Ontology_source
GO:1990195	A bacterial transmembrane transporter complex that spans the entire cell membrane system and possesses ATP-dependent xenobiotic transport activity pumping drugs (typically antibiotics) and other toxins directly from the cytosol out of the bacterial cell. Typically, it is trimeric consisting of a inner membrane ATPase (IMP), a periplasmic membrane fusion protein (MFP) and an outer membrane factor (OMF). In E. coli, macrolide transporter complexes may consists of MacB (IMP), MacA (MFP) and TolC (OMF) or AcrB (IMP), AcrA (MFP) and TolC (OMF). Trimeric TolC is a common OMF found in many macrolide transporter complexes.	cellular_component
GO:1990847	The directed movement of a peptide pheromone across a membrane and out of a cell by a secretion or export pathway used solely for the export of peptide pheromones that contributes to a conjugation process that results in the union of cellular and genetic information from compatible mating types.	biological_process
GO:0010248	The directed movement of ions to establish or maintain an electrochemical gradient across a membrane by means of some agent such as a transporter or pore.	biological_process
GO:1990822	The directed movement of basic amino acids from one side of a membrane to the other.	biological_process
GO:1990818	The directed movement of L-arginine out of the vacuole, across the vacuolar membrane.	biological_process
GO:0010175	Enables the transfer of amino alcohol sphingosine from one side of the membrane to the other.	molecular_function
GO:0010174	Catalysis of the transfer of a nucleoside, from one side of a membrane to the other, up a concentration gradient.	molecular_function
GO:1901241	Enables the transfer of 4-hydroxyphenylacetate from one side of the membrane to the other.	molecular_function
GO:0006827	A process in which an iron ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore. In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations.	biological_process
GO:1990973	A linear array of nuclear envelope membrane proteins composed of nesprin-2G and SUN2, which couple the nucleus to moving actin cables, resulting in rearward nuclear transport (away from the leading edge).	cellular_component
GO:1990961	The directed movement of drugs out of a cell or organelle across a membrane.	biological_process
GO:1990925	The directed movement of iron ions from one side of a membrane into, out of or within a mitochondrion.	biological_process
GO:0010328	Catalysis of the transfer of auxin, from one side of a membrane to the other, into a cell.	molecular_function
GO:0042917	Enables the transfer of an alkylphosphonate from one side of a membrane to the other.	molecular_function
GO:0042913	Enables the transfer of group A colicins (colicins E1, E2, E3, A, K, and N) from one side of a membrane to the other.	molecular_function
GO:0042912	Enables the transfer of a colicin from one side of a membrane to the other. Colicins are a group of antibiotics produced by E. coli and related species that are encoded by a group of naturally occurring plasmids, e.g. Col E1.	molecular_function
GO:0042907	Enables the transfer of xanthine from one side of a membrane to the other. Xanthine (2,6-dihydroxypurine) is a purine formed in the metabolic breakdown of guanine, but is not present in nucleic acids.	molecular_function
GO:0042901	Enables the transfer of an arabinan, a polysaccharide composed of arabinose residues, from one side of the membrane to the other.	molecular_function
GO:0042900	Enables the transfer of arabinose, a pentose monosaccharide that occurs in both D and L configurations, and as a polymer, from one side of the membrane to the other.	molecular_function
GO:0042890	Enables the transfer of 3-phenylpropionic acid from one side of the membrane to the other.	molecular_function
GO:0042888	Enables the transfer of molybdenum (Mo) ions from one side of a membrane to the other.	molecular_function
GO:0042887	Enables directed movement of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, from one side of the membrane to the other.	molecular_function
GO:0042881	Enables the transfer of D-galactonate, the D-enantiomer of galactonate, from one side of the membrane to the other.	molecular_function
GO:0042880	Enables the transfer of D-glucuronate, the D-enantiomer of glucuronate, from one side of the membrane to the other.	molecular_function
GO:0042879	Enables the transfer of aldonate from one side of the membrane to the other.	molecular_function
GO:0042878	Enables the transfer of D-glucarate, the D-enantiomer of glucarate, from one side of the membrane to the other.	molecular_function
GO:0042876	Enables the transfer of aldarate from one side of the membrane to the other.	molecular_function
GO:0015932	Enables the transfer of nucleobases, nucleosides, nucleotides and nucleic acids from one side of a membrane to the other.	molecular_function
GO:0015887	The directed movement of pantothenate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Pantothenate is the anion of pantothenic acid, the amide of beta-alanine and pantoic acid; it is a B complex vitamin that is a constituent of coenzyme A and is distributed ubiquitously in foods.	biological_process
GO:0015860	The directed movement of a purine nucleoside across a membrane. A purine nucleoside is a purine base covalently bonded to a ribose or deoxyribose sugar.	biological_process
GO:0001409	Catalysis of the transfer of guanine nucleotides (GMP, GDP, and GTP) from one side of the membrane to the other.	molecular_function
GO:0001406	Enables the transfer of glycerophosphodiesters from one side of a membrane to the other. Glycerophosphodiesters are small molecules composed of glycerol-3-phosphate and an alcohol, for example, glycerophosphoinositol.	molecular_function
GO:0042980	OBSOLETE. Interacting selectively and non-covalently with the Cystic Fibrosis Transmembrane conductance Regulator (CFTR) protein.	molecular_function
GO:0042971	Enables the directed movement of lactone from one side of a membrane to the other. A lactone is a cyclic ester of a hydroxy carboxylic acid, containing a 1-oxacycloalkan-2-one structure, or an analogue having unsaturation or heteroatoms replacing one or more carbon atoms of the ring.	molecular_function
